Total Play Time,Total XP,Bot Name,Level,Rarity,Health,Size,Haste,Crit,Resilience,Max Energy,Res. Yield Incr.,Mission Success Boost,Mission Crit Chance,Mission Number
360.925,11456,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,83
362.79999999999995,9918,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,83
362.1499999999999,11012,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,83
278.25,9358,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,83
363.625,11456,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,84
364.79999999999995,10028,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,84
370.1499999999999,11372,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,84
280.25,9468,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,84
365.625,11486,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,85
368.79999999999995,10088,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,85
378.1499999999999,11492,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,85
284.25,9608,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,85
367.625,11576,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,86
372.79999999999995,10136,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,86
386.1499999999999,11772,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,86
288.25,9748,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,86
369.625,11666,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,87
376.79999999999995,10276,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,87
388.6499999999999,11772,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,87
292.25,9808,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,87
373.625,11738,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,88
384.79999999999995,10716,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,88
396.6499999999999,12052,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,88
300.25,9928,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,88
375.625,11808,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,89
386.79999999999995,10746,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,89
404.6499999999999,12412,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,89
302.25,10038,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,89
379.625,11880,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,90
388.79999999999995,10816,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,90
408.6499999999999,12592,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,90
304.25,10108,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,90
381.625,11970,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,91
392.79999999999995,10956,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,91
416.6499999999999,12688,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,91
306.25,10108,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,91
383.625,12000,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,92
396.79999999999995,11176,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,92
418.6499999999999,12798,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,92
310.25,10180,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,92
385.625,12036,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,93
399.34999999999997,11176,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,93
422.6499999999999,12938,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,93
314.25,10320,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,93
387.625,12106,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,94
403.34999999999997,11396,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,94
424.6499999999999,12974,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,94
322.25,10760,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,94
395.625,12386,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,95
405.34999999999997,11506,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,95
426.6499999999999,13084,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,95
324.25,10850,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,95
397.975,12386,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,96
407.34999999999997,11596,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,96
428.6499999999999,13108,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,96
326.25,10940,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,96
401.975,12606,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,97
409.34999999999997,11632,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,97
431.24999999999994,13108,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,97
334.25,11380,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,97
405.975,12746,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,98
413.34999999999997,11692,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,98
433.24999999999994,13178,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,98
336.25,11450,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,98
407.975,12782,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,99
421.34999999999997,11972,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,99
435.24999999999994,13268,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,99
338.85,11450,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,99
411.975,12854,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,100
429.34999999999997,12252,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,100
439.24999999999994,13408,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,100
346.85,11730,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,100
419.975,12974,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,101
433.34999999999997,12312,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,101
443.24999999999994,13468,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,101
348.85,11840,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,101
427.975,13118,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,102
435.7,12312,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,102
445.24999999999994,13538,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,102
356.85,12200,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,102
430.57500000000005,13118,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,103
443.7,12752,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,103
449.24999999999994,13598,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,103
364.85,12640,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,103
432.57500000000005,13188,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,104
447.7,12824,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,104
453.24999999999994,13658,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,104
366.85,12640,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,104
436.57500000000005,13328,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,105
451.7,13004,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,105
457.24999999999994,13798,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,105
368.85,12730,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,105
440.57500000000005,13548,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,106
455.7,13224,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,106
459.24999999999994,13908,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,106
370.85,12840,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,106
444.57500000000005,13620,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,107
459.7,13364,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,107
463.24999999999994,14128,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,107
378.85,13200,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,107
448.57500000000005,13760,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,108
463.7,13584,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,108
471.24999999999994,14488,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,108
380.85,13310,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,108
452.57500000000005,13900,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,109
466.2,13584,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,109
474.09999999999997,14488,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,109
388.85,13750,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,109
454.57500000000005,13990,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,110
470.2,13724,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,110
476.09999999999997,14598,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,110
396.85,13870,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,110
462.57500000000005,14270,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,111
474.2,13904,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,111
484.09999999999997,14878,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,111
399.40000000000003,13870,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,111
464.57500000000005,14340,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,112
476.2,13934,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,112
488.09999999999997,15058,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,112
401.40000000000003,13940,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,112
468.57500000000005,14412,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,113
478.2,14044,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,113
492.09999999999997,15130,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,113
409.40000000000003,14300,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,113
472.57500000000005,14552,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,114
486.2,14164,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,114
496.09999999999997,15178,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,114
417.40000000000003,14660,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,114
475.32500000000005,14552,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,115
488.2,14234,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,115
500.09999999999997,15250,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,115
425.40000000000003,14940,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,115
477.32500000000005,14588,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,116
492.2,14414,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,116
508.09999999999997,15394,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,116
427.40000000000003,15010,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,116
479.32500000000005,14624,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,117
500.2,14694,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,117
510.79999999999995,15394,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,117
435.40000000000003,15106,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,117
487.32500000000005,14904,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,118
502.45,14694,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,118
514.8,15534,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,118
439.40000000000003,15286,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,118
489.32500000000005,14974,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,119
510.45,15054,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,119
522.8,15678,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,119
441.90000000000003,15286,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,119
491.32500000000005,15010,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,120
514.45,15126,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,120
524.8,15748,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,120
443.90000000000003,15356,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,120
493.32500000000005,15040,bot2,10,uncommon,100,21,8,10,396,115,0.21,0.04,0.05,121
522.45,15486,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,121
526.8,15784,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,121
451.90000000000003,15716,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,121
495.32500000000005,15076,bot2,10,rare,100,21,8,10,374,115,0.21,0.04,0.05,122
524.45,15556,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,122
534.8,15880,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,122
453.90000000000003,15740,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,122
503.32500000000005,15356,bot2,11,rare,100,21,8,12,374,115,0.21,0.04,0.06,123
526.45,15626,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,123
542.8,15976,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,123
455.90000000000003,15850,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,123
511.32500000000005,15452,bot2,12,rare,100,21,9,13,374,115,0.21,0.045,0.065,124
530.45,15686,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,124
544.8,16012,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,124
463.90000000000003,15970,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,124
519.325,15732,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,125
538.45,15966,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,125
548.8,16072,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,125
465.90000000000003,16040,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,125
523.325,15952,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,126
540.45,16076,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,126
550.8,16096,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,126
467.90000000000003,16076,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,126
527.325,16172,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,127
543.1500000000001,16076,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,127
553.5,16096,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,127
471.90000000000003,16136,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,127
529.325,16242,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,128
551.1500000000001,16356,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,128
557.5,16276,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,128
473.90000000000003,16226,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,128
531.325,16278,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,129
559.1500000000001,16476,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,129
559.5,16386,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,129
477.90000000000003,16286,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,129
539.325,16398,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,130
563.1500000000001,16696,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,130
561.5,16416,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,130
479.90000000000003,16356,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,130
547.325,16838,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,131
567.1500000000001,16876,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,131
565.5,16636,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,131
482.65000000000003,16356,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,131
549.325,16868,bot2,13,rare,100,23,9,13,374,115,0.23,0.045,0.065,132
575.1500000000001,17236,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,132
573.5,16996,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,132
484.65000000000003,16426,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,132
557.325,17148,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,133
577.1500000000001,17260,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,133
581.5,17356,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,133
486.65000000000003,16496,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,133
561.325,17220,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,134
579.1500000000001,17290,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,134
583.5,17466,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,134
488.65000000000003,16566,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,134
565.325,17360,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,135
581.7,17290,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,135
585.5,17576,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,135
496.65000000000003,16846,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,135
573.325,17480,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,136
583.7,17326,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,136
588.15,17576,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,136
498.65000000000003,16882,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,136
575.325,17516,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,137
587.7,17506,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,137
596.15,17672,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,137
502.65000000000003,17022,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,137
583.325,17660,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,138
595.7,17866,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,138
600.15,17732,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,138
506.65000000000003,17162,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,138
591.325,18020,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,139
599.7,18086,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,139
608.15,18092,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,139
508.65000000000003,17186,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,139
593.5500000000001,18020,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,140
603.7,18226,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,140
616.15,18532,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,140
512.6500000000001,17326,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,140
597.5500000000001,18160,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,141
607.7,18298,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,141
620.15,18592,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,141
516.6500000000001,17374,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,141
605.5500000000001,18280,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,142
615.7,18418,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,142
628.15,18872,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,142
518.6500000000001,17410,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,142
609.5500000000001,18340,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,143
618.4000000000001,18418,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,143
630.9499999999999,18872,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,143
526.6500000000001,17770,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,143
611.5500000000001,18410,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,144
620.4000000000001,18488,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,144
632.9499999999999,18942,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,144
529.2500000000001,17770,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,144
613.5500000000001,18434,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,145
622.4000000000001,18524,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,145
634.9499999999999,18978,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,145
533.2500000000001,17818,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,145
615.5500000000001,18470,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,146
630.4000000000001,18964,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,146
636.9499999999999,19048,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,146
535.2500000000001,17888,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,146
619.5500000000001,18650,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,147
634.4000000000001,19012,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,147
638.9499999999999,19158,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,147
543.2500000000001,18032,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,147
627.5500000000001,18794,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,148
638.4000000000001,19152,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,148
640.9499999999999,19248,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,148
545.2500000000001,18056,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,148
630.1500000000001,18794,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,149
640.4000000000001,19182,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,149
648.9499999999999,19392,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,149
553.2500000000001,18200,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,149
632.1500000000001,18824,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,150
644.4000000000001,19230,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,150
652.9499999999999,19452,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,150
557.2500000000001,18248,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,150
640.1500000000001,18920,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,151
646.4000000000001,19340,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,151
654.9499999999999,19476,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,151
559.4500000000002,18248,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,151
648.1500000000001,19040,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,152
650.4000000000001,19480,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,152
656.9499999999999,19566,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,152
561.4500000000002,18278,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,152
652.1500000000001,19112,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,153
658.4000000000001,19576,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,153
664.9499999999999,19686,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,153
565.4500000000002,18498,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,153
656.1500000000001,19160,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,154
661.0500000000001,19576,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,154
666.9499999999999,19716,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,154
573.4500000000002,18778,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,154
664.1500000000001,19280,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,155
665.0500000000001,19648,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,155
669.8,19716,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,155
581.4500000000002,19138,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,155
666.5000000000001,19280,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,156
667.0500000000001,19718,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,156
677.8,19996,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,156
583.4500000000002,19248,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,156
668.5000000000001,19350,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,157
675.0500000000001,19998,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,157
679.8,20020,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,157
585.4500000000002,19338,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,157
672.5000000000001,19570,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,158
677.0500000000001,20088,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,158
683.8,20160,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,158
589.4500000000002,19410,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,158
676.5000000000001,19642,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,159
685.0500000000001,20448,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,159
685.8,20270,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,159
593.4500000000002,19482,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,159
684.5000000000001,19786,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,160
687.0500000000001,20484,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,160
689.8,20330,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,160
596.1500000000002,19482,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,160
686.5000000000001,19816,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,161
695.0500000000001,20628,bot3,2,common,100,8,9,6,510,108,0.08,0.045,0.03,161
693.8,20510,bot4,2,common,100,10,10,3,419,114,0.1,0.05,0.015,161
600.1500000000002,19702,bot5,1,common,100,10,7,4,464,110,0.1,0.035,0.02,161
694.5000000000001,19912,bot2,14,rare,100,23,9,15,374,115,0.23,0.045,0.075,162
